tool		SPF Sun Jul 27 06:24:35 PM IST 2025	SPF Sun Jul 27 06:24:35 PM IST 2025	SPF Sun Jul 27 06:24:35 PM IST 2025	SPF Sun Jul 27 06:24:35 PM IST 2025
run set		SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java
../sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)
jbmc-regression/if_acmp1.yml	true	true	1.873859	0.9084254100016551	114.446336
jbmc-regression/if_expr1.yml	true	true	1.933987	0.932160272001056	131.870720
jbmc-regression/if_icmp1.yml	true	true	8.574297	7.022295110000414	448.405504
jbmc-regression/ifxx1.yml	true	true	1.895497	0.9013490130018909	114.315264
jbmc-regression/instanceof1.yml	true	true	1.885359	0.9214797360000375	114.450432
jbmc-regression/instanceof2.yml	true	true	1.879393	0.9193580989995098	114.294784
jbmc-regression/instanceof3.yml	true	true	1.917359	0.9140004399996542	112.259072
jbmc-regression/instanceof4.yml	true	true	1.878273	0.8914565209997818	113.606656
jbmc-regression/instanceof5.yml	true	true	1.871918	0.8990157289990748	112.177152
jbmc-regression/instanceof6.yml	true	true	1.93136	0.9389988319999247	114.843648
jbmc-regression/instanceof7.yml	true	true	1.789269	0.8741617279993079	113.864704
jbmc-regression/instanceof8.yml	true	true	1.847338	0.9029060040011245	114.913280
jbmc-regression/interface1.yml	false	false	1.821485	0.8804929129983066	114.413568
jbmc-regression/java_append_char.yml	false	false	2.069195	0.9804066760007117	133.943296
jbmc-regression/lazyloading4.yml	true	true	1.854074	0.8843715280017932	114.241536
jbmc-regression/list1.yml	true	unknown	2.057298	0.9580283220020647	122.314752
jbmc-regression/long1.yml	true	true	1.828735	0.8802991880002082	113.930240
jbmc-regression/lookupswitch1.yml	true	false	1.953054	0.9621260189996974	128.634880
jbmc-regression/multinewarray.yml	true	true	1.93885	0.9362917830003425	111.960064
jbmc-regression/overloading1.yml	true	true	1.881039	0.9223062730015954	114.442240
jbmc-regression/package1.yml	true	true	1.910217	0.9213246449980943	115.318784
jbmc-regression/putfield_getfield1.yml	true	true	1.89792	0.9281522519995633	115.085312
jbmc-regression/putstatic_getstatic1.yml	true	true	1.913433	0.9172118570022576	113.078272
jbmc-regression/recursion2.yml	true	true	1.887695	0.9116244649994769	119.455744
jbmc-regression/return1.yml	false	false	1.96195	0.9425185610016342	114.827264
jbmc-regression/return2.yml	false	false	1.975828	0.9431949850004457	132.263936
jbmc-regression/store_load1.yml	true	true	1.944899	0.9228888809993805	117.153792
jbmc-regression/swap1.yml	true	true	1.90562	0.9034599289989274	115.089408
jbmc-regression/synchronized.yml	true	true	1.901175	0.9220668390007631	112.373760
jbmc-regression/tableswitch1.yml	true	false	2.020353	0.988420641002449	129.413120
jbmc-regression/uninitialised1.yml	true	true	1.849074	0.8873823280009674	114.040832
jbmc-regression/virtual1.yml	true	true	1.832881	0.8932281179986603	114.356224
jbmc-regression/virtual2.yml	false	false	1.894891	0.9259266720000596	114.900992
jbmc-regression/virtual4.yml	true	true	1.861053	0.8968744949997927	112.877568
jbmc-regression/virtual_function_unwinding.yml	true	true	1.921099	0.9160547389983549	113.709056
jpf-regression/ExDarko_false.yml	false	false	2.084576	0.9862285729977884	129.327104
jpf-regression/ExDarko_true.yml	true	unknown	7.615239	5.9809218180016614	446.152704
jpf-regression/ExException_false.yml	false	false	1.999368	0.9643344979995163	129.331200
jpf-regression/ExException_true.yml	true	true	2.102665	1.0209758749988396	128.978944
